Run,Event,Lumi,pt1,eta1,phi1,Q1,pt2,eta2,phi2,Q2,M
281693,165695231,86,52.68951,-0.42736816,0.9998779,-1,44.29258,0.08218384,-1.5085449,1,95.12866
281693,165258397,86,68.44059,1.1794434,-1.074707,-1,41.283955,0.49798584,-2.8041992,1,88.925644
281693,165034198,86,45.511375,1.7553711,2.1967773,-1,41.510975,0.9412842,-1.1806641,1,93.67545
281693,165208319,86,37.64096,0.2203064,-0.1281128,-1,34.511425,1.5605469,3.0532227,1,88.87324
281693,165621791,86,41.928696,-0.6958008,0.95495605,1,41.111397,-1.4821777,-2.284668,-1,89.44551
281693,163977826,86,51.541492,-1.2678223,2.2597656,-1,48.904377,-1.2236328,-0.9897461,1,100.289856
281693,164491744,86,78.7067,0.123931885,3.0048828,1,33.70777,-0.9199219,1.5134277,-1,89.71397
281693,164913976,86,46.993176,2.1591797,-1.9853516,-1,30.00371,0.60668945,1.5598145,1,97.732315
281693,165378771,86,51.10457,-0.99768066,-0.055526733,1,45.706406,-1.1408691,2.2470703,-1,88.5508
281693,164602051,86,51.567745,0.7932129,-3.1132812,1,30.337322,-0.23364258,-0.092819214,-1,89.6357
281693,164161070,86,56.04301,0.77368164,-0.20562744,1,31.656565,2.1396484,2.6274414,-1,103.861145
281693,164571847,86,48.835617,2.0913086,-0.3463745,-1,43.8203,1.9824219,3.0185547,1,92.08191
281693,164754243,86,45.14767,-0.8321533,-1.3789062,-1,41.953175,-1.3078613,1.6569824,1,89.39817
281693,165338621,86,47.428947,-2.3686523,-0.8428955,1,37.626324,-1.9094238,2.008789,-1,85.862625
281693,164342520,86,42.420517,-0.80908203,-2.4663086,-1,40.614723,-0.22259521,0.60095215,1,86.55589
281693,163960377,86,41.906887,0.5567627,2.411621,1,35.69976,-0.371521,-0.83288574,-1,85.74922
281693,164654216,86,52.95671,-1.401123,1.588623,-1,41.159054,-0.9871826,-1.7016602,1,95.12827
281693,164846895,86,45.45667,2.1367188,1.217041,-1,41.12959,2.0058594,-1.7939453,1,86.47949
281693,164494203,86,38.149864,2.1455078,1.5544434,1,37.83035,0.982666,-1.5947266,-1,89.18785
281693,163946869,86,45.87928,1.3515625,-2.4169922,1,45.002735,1.5922852,0.82873535,-1,91.41483
281693,164321744,86,52.046547,0.018859863,0.95544434,-1,36.814377,-0.32647705,-2.6279297,1,86.7592
281693,165473981,86,40.454903,0.029766083,1.4267578,-1,36.139698,0.2000122,-1.4667969,1,76.16525
281693,164762668,86,32.647243,1.5097656,0.7246094,-1,30.959017,-0.76904297,1.418457,1,91.756546
281693,165329151,86,37.51755,0.7595215,1.5859375,1,34.0232,-0.67871094,-1.5810547,-1,90.7369
281693,165489751,86,46.6965,-0.36395264,2.8354492,-1,43.558434,-0.9298096,-0.22750854,1,93.76796
281693,164667426,86,60.69113,-0.51989746,-2.2705078,1,34.46946,-0.2354126,0.64782715,-1,91.84022
281693,165109512,86,44.242905,-2.0922852,2.2456055,1,39.1134,-2.4121094,-0.92004395,-1,84.25918
281693,165735560,86,57.984108,-1.0205078,0.7446289,-1,35.762783,-1.5539551,-1.8388672,1,90.93766
281693,164130711,86,43.359943,-1.3364258,-2.4135742,1,41.85395,-2.1015625,0.77246094,-1,91.49251
281693,164353897,86,41.1839,-0.6114502,-0.9527588,1,38.241714,-2.2329102,2.1621094,-1,106.91122
281693,165116021,86,49.496815,0.31103516,-2.2250977,-1,39.046867,-0.378479,1.2163086,1,92.27267
281693,165252680,86,49.457447,-0.65856934,-2.8740234,1,34.008904,-1.6901855,-0.14526367,-1,91.65113
281693,165196592,86,63.86435,-1.3613281,-2.631836,-1,32.423767,-1.5554199,0.9145508,1,89.59074
281693,165078046,86,42.576706,-0.36749268,0.71069336,1,37.977966,0.68969727,-2.3964844,-1,91.91283
281693,165645106,86,63.81147,-2.1933594,-0.7635498,1,33.76041,-2.3833008,2.5273438,-1,92.99101
281693,164347888,86,42.437477,0.8905029,0.7570801,-1,39.51449,1.8642578,-2.3798828,1,91.8003
281693,165452232,86,44.364185,-1.8505859,2.5083008,-1,31.582535,-1.9335938,-0.66467285,1,74.9191
281693,164339714,86,49.011402,-1.8671875,-0.14093018,-1,37.40251,-1.0661621,-3.059082,1,92.09769
281693,164857725,86,65.76154,0.36108398,-3.038086,-1,37.54125,-0.3591919,-0.7994385,1,96.60508
281693,164087540,86,45.33574,2.3549805,-0.14434814,-1,39.95389,1.7016602,3.1142578,1,89.563614
281693,165077344,86,53.256824,-0.8847656,0.88952637,1,30.630346,0.5449219,-2.7456055,-1,100.390396
281693,164344855,86,58.97911,-1.3647461,-1.5019531,-1,30.919807,-1.9509277,1.5917969,1,89.07928
281693,165648920,86,73.85234,-0.36291504,-2.0424805,-1,32.710583,0.3164673,2.1625977,1,91.30943
281693,165597265,86,55.40846,1.3205566,1.34375,-1,53.80641,0.64416504,-1.7680664,1,115.4968
281693,165006842,86,50.89671,0.80578613,1.6245117,1,40.622265,0.91186523,-1.3393555,-1,90.710304
281693,164162836,86,42.83392,0.29852295,0.5255127,-1,39.77465,1.1069336,-2.6464844,1,89.37941
281693,164210211,86,35.81978,1.5600586,-2.1953125,-1,32.857716,-0.07670593,0.61779785,1,92.22239
281693,164152576,86,42.32132,2.269043,2.5673828,-1,34.67235,1.1459961,-0.53015137,1,88.99612
281693,163973877,86,52.325764,0.5946045,2.131836,1,39.1552,0.6119385,-1.0639648,-1,90.498314
